date,open,high,low,close,volume
1995/11/08,3316.57,3316.57,3316.57,3316.57,
1995/11/09,3316.81,3316.81,3316.81,3316.81,
1995/11/10,3298.81,3298.81,3298.81,3298.81,
1995/11/13,3305.68,3305.68,3305.68,3305.68,
1995/11/14,3325.63,3325.63,3325.63,3325.63,
1995/11/15,3319.65,3319.65,3319.65,3319.65,
1995/11/16,3364.38,3364.38,3364.38,3364.38,
1995/11/17,3349.02,3349.02,3349.02,3349.02,
1995/11/20,3384.34,3384.34,3384.34,3384.34,
1995/11/21,3395.84,3395.84,3395.84,3395.84,
1995/11/22,3454.78,3454.78,3454.78,3454.78,
1995/11/23,3466.71,3466.71,3466.71,3466.71,
1995/11/24,3510.31,3510.31,3510.31,3510.31,
1995/11/27,3514.41,3514.41,3514.41,3514.41,
1995/11/28,3491.48,3491.48,3491.48,3491.48,
1995/11/29,3504.57,3504.57,3504.57,3504.57,
1995/11/30,3510.12,3510.12,3510.12,3510.12,
1995/12/01,3543.54,3543.54,3543.54,3543.54,
1995/12/04,3530.88,3530.88,3530.88,3530.88,
1995/12/05,3538.78,3538.78,3538.78,3538.78,
1995/12/07,3528.39,3528.39,3528.39,3528.39,
1995/12/11,3545.36,3545.36,3545.36,3545.36,
1995/12/12,3546.46,3546.46,3546.46,3546.46,
1995/12/13,3533.03,3533.03,3533.03,3533.03,
1995/12/14,3554.34,3554.34,3554.34,3554.34,
1995/12/15,3577.14,3577.14,3577.14,3577.14,
1995/12/18,3566.04,3566.04,3566.04,3566.04,
1995/12/19,3528.98,3528.98,3528.98,3528.98,
1995/12/20,3601.49,3601.49,3601.49,3601.49,
1995/12/21,3623.73,3623.73,3623.73,3623.73,
1995/12/22,3633.08,3633.08,3633.08,3633.08,
1995/12/26,3633.75,3633.75,3633.75,3633.75,
1995/12/27,3537.36,3537.36,3537.36,3537.36,
1995/12/28,3599.21,3599.21,3599.21,3599.21,
1995/12/29,3630.76,3630.76,3630.76,3630.76,
1996/01/02,3643.56,3685.61,3640.04,3685.36,30845504
1996/01/03,3714.88,3744.88,3713.15,3717.72,16577842
1996/01/04,3710.25,3725.8,3700.25,3718.22,17406236
1996/01/05,3694.49,3705.45,3671.42,3693.53,16209066
1996/01/08,3696.32,3698.91,3679.75,3696.57,23818776
1996/01/09,3715.74,3718.86,3678.1,3689.74,18300088
1996/01/10,3672.81,3673.35,3643.41,3655.73,11431172
1996/01/11,3633.36,3655.98,3629.04,3651.31,14043841
1996/01/12,3680.72,3691.88,3671.53,3679.34,13541413
1996/01/15,3693.76,3695.42,3677.25,3680.01,34630076
1996/01/16,3685.06,3705.35,3679.46,3703.61,13189304
1996/01/17,3712.72,3721.1,3696.67,3718.28,19504100
1996/01/18,3723.93,3742.48,3713.61,3735.36,14941214
1996/01/19,3731.23,3747.82,3728.98,3742.09,13294096
1996/01/22,3726.51,3745.08,3721.99,3733.47,12370823
1996/01/23,3707.79,3718.75,3706.26,3710.77,10978781
1996/01/24,3719.36,3736.22,3707.73,3735.83,14805455
1996/01/25,3745.11,3768.08,3742.34,3753.02,16359971
1996/01/26,3737.09,3740.64,3704.48,3720.67,15617470
1996/01/29,3689.94,3696.84,3667.69,3678.06,15751827
1996/01/30,3680.06,3708.69,3652.94,3707.09,18491740
1996/01/31,3731.88,3735.36,3708.16,3734.49,18329712
1996/02/01,3737.57,3751.5,3727.27,3750.91,15301724
1996/02/02,3736.57,3741.1,3719.6,3727.37,10352217
1996/02/05,3687.96,3689.79,3666.85,3680.77,12071186
1996/02/06,3675.71,3694.58,3675.71,3694.58,9680816
1996/02/07,3706.31,3710.54,3688.27,3697.91,13335465
1996/02/08,3685.88,3687.9,3646.3,3660.43,12865683
1996/02/09,3638.88,3686.2,3611.81,3685.39,16320190
1996/02/12,3687.07,3703.27,3682.72,3691.05,11695594
1996/02/13,3714.81,3733,3704.05,3731.96,14412874
1996/02/14,3720.99,3733.96,3711.38,3729.44,11399625
1996/02/15,3713.64,3786.52,3712.22,3786.01,15306406
1996/02/16,3803.81,3824.16,3767.15,3790.05,22691412
1996/02/19,3761.88,3796.22,3761.6,3781.97,10830944
1996/02/20,3786.55,3795.02,3751.94,3780.16,12669424
1996/02/21,3787.76,3838.14,3784.89,3837.44,22320296
1996/02/22,3857.06,3880.33,3852.17,3863.64,20113808
1996/02/23,3886.83,3889.35,3855.93,3862.12,18570144
1996/02/26,3852.77,3865.98,3841.38,3847.49,13412497
1996/02/27,3857.59,3860.3,3845.71,3858.22,15467211
1996/02/28,3877.89,3911.47,3874.36,3909.89,20842384
1996/02/29,3907.33,3916.31,3890.37,3915.52,22495180
1996/03/01,3921.06,3939.48,3903.99,3918.17,19600248
1996/03/04,3657.47,3759.85,3657.47,3713.81,38489544
1996/03/05,3703.06,3710.09,3633.99,3652.81,24890832
1996/03/06,3668.39,3722.31,3666.55,3720.77,25121548
1996/03/07,3747.75,3756.41,3722.04,3755.22,18136352
1996/03/08,3764.21,3808.5,3698.52,3762.31,48062976
1996/03/11,3702.87,3722.69,3664.93,3703.48,18224992
1996/03/12,3735.67,3741.91,3685.18,3694.34,13681578
1996/03/13,3714.66,3721.32,3679.84,3688.66,16987978
1996/03/14,3683.05,3701.48,3666.62,3700.56,15310284
1996/03/15,3696.05,3713.53,3663.55,3685.82,13935482
1996/03/18,3690.89,3718.03,3683.75,3717.65,7205447
1996/03/19,3718.85,3747,3717.14,3747,16950496
1996/03/20,3737.93,3786.02,3732.45,3782.72,14613337
1996/03/21,3807.52,3822.31,3794,3810.12,13292595
1996/03/22,3803.04,3804.94,3784.14,3791.54,12538928
1996/03/25,3791.92,3848.89,3791.76,3842.37,11472643
1996/03/26,3839.81,3844.33,3817.43,3823.65,10791147
1996/03/27,3831.56,3846.07,3826.6,3839.41,11731303
1996/03/28,3817.79,3830.25,3796.6,3830.19,13377133
1996/03/29,3830.86,3862.59,3823.15,3857.12,6912947
1996/04/01,3852.17,3865.77,3840.18,3862.66,10295196
1996/04/02,3856.24,3879.91,3856.07,3879.91,15090951
1996/04/03,3905.71,3908.66,3883.11,3894.78,6327002
1996/04/08,3870.59,3872.19,3830.23,3850.64,14524889
1996/04/09,3854.38,3889.07,3854.38,3886.22,16106763
1996/04/10,3899.61,3917.84,3890.21,3911.01,12031387
1996/04/11,3887.81,3909.28,3875.52,3888.72,12574190
1996/04/12,3903.22,3921.06,3889.03,3918.12,13762546
1996/04/15,3924.72,3950.58,3924.72,3949.06,16638832
1996/04/16,3956.84,3961.88,3944.91,3954.22,18073588
1996/04/17,3943.69,3965.43,3933.26,3964.21,22462728
1996/04/18,3960.04,3995.64,3950.83,3984.59,20359616
1996/04/19,3987.74,4038.9,3982.83,4038.51,18071948
1996/04/22,4047.02,4084.3,4047.02,4070.34,16387253
1996/04/23,4058.35,4071.55,4040.57,4058.53,18440458
1996/04/24,4054.22,4086.55,4052.23,4070.56,21844988
1996/04/25,4085.88,4098.42,4075.85,4096.04,27137400
1996/04/26,4096.46,4124.38,4096.46,4124.31,22324944
1996/04/29,4100.68,4139.84,4093.5,4112.15,17420008
1996/04/30,4096.33,4099.83,4076,4082.09,13688899
1996/05/02,4071.77,4078.83,4057.76,4060.35,7754063
1996/05/03,4036.65,4060.95,4014.87,4060.08,15111181
1996/05/06,4048.48,4073.62,4046.11,4062.87,17877112
1996/05/07,4067.53,4067.61,4028.83,4036.53,17049904
1996/05/08,4035.48,4035.86,3987.29,4004.05,17144200
1996/05/09,4014.62,4019.48,3980.63,4015.09,10261871
1996/05/10,4012.29,4059.28,4006.87,4057.87,20105496
1996/05/13,4062.42,4077.66,4056.63,4062.85,13989447
1996/05/14,4066.28,4071.29,4041.91,4068.95,15817395
1996/05/15,4064.02,4077.63,4061.39,4077.44,17837720
1996/05/16,4064.55,4069.23,4058.3,4067.58,14994717
1996/05/17,4069.36,4110.07,4062.86,4109.72,12415568
1996/05/20,4121.02,4156.67,4121.02,4143.45,13147334
1996/05/21,4157.91,4158.02,4142.39,4155.15,10910455
1996/05/22,4140.06,4140.45,4118.61,4128.14,5692337
1996/05/23,4140.13,4152.07,4127.56,4137.62,21390764
1996/05/24,4127.02,4142.52,4121.14,4137.51,15909055
1996/05/27,4129.04,4151.86,4128.26,4150.07,18989548
1996/05/28,4156.61,4189.84,4156.61,4166.86,17880344
1996/05/29,4152.17,4167.32,4145.44,4155.25,14558310
1996/05/30,4134.14,4137.93,4109.65,4126.02,13532187
1996/05/31,4125.54,4131.37,4101.88,4111.66,13538632
1996/06/03,4091.91,4092.87,4064.61,4088.69,20016712
1996/06/04,4092.09,4117.7,4086.3,4116.54,22483136
1996/06/05,4115.11,4130.12,4113.41,4125.18,11848683
1996/06/06,4132.65,4172.71,4131.61,4168.38,21612852
1996/06/07,4158.92,4191.39,4106.38,4136.47,18346132
1996/06/10,4154.86,4184.69,4154.47,4173.02,14360264
1996/06/11,4162.93,4225.7,4159.4,4224.04,8173921
1996/06/12,4233.77,4262.73,4229.01,4255.57,10885819
1996/06/13,4239.07,4259.28,4234,4241.98,13229380
1996/06/14,4226.66,4240.64,4213.34,4237.12,16346460
1996/06/17,4229.97,4234.94,4206.38,4224,12641557
1996/06/18,4209.96,4242.19,4194.84,4240.12,17848728
1996/06/19,4230.58,4255.76,4214.84,4228.23,17064272
1996/06/20,4216.49,4223.49,4198.3,4211.52,14599753
1996/06/21,4202.44,4246.87,4202.44,4241.49,13513845
1996/06/24,4247.63,4272.46,4242.86,4264.44,13332619
1996/06/25,4267.69,4291.45,4263.11,4269.44,14454695
1996/06/26,4251.89,4266.99,4246.17,4257.95,9250833
1996/06/27,4242.05,4254.76,4223.9,4233.01,14100430
1996/06/28,4231.76,4267.37,4227.67,4264.01,10072271
1996/07/01,4242.04,4281.61,4237.57,4278.31,8300843
1996/07/02,4289.75,4306.48,4248.49,4255.91,11325070
1996/07/03,4247.93,4259.44,4225.99,4228.71,9910469
1996/07/04,4232.28,4254.55,4232,4249.69,14842790
1996/07/05,4238.07,4246.49,4175.92,4192.68,11986980
1996/07/08,4167.49,4193.29,4145.45,4193.01,10557024
1996/07/09,4181.89,4217.73,4181.89,4209.99,15484641
1996/07/10,4214.39,4221.04,4170.34,4177.38,13431394
1996/07/11,4164.23,4177.3,4131.17,4151.17,28487936
1996/07/12,4131.65,4141.94,4107.89,4114.65,23293738
1996/07/15,4099.77,4105.46,4050.49,4056.76,14048676
1996/07/16,3979.68,4040.83,3953.53,3985.46,12145895
1996/07/17,4026.06,4041.54,3994.96,4001.93,9410764
1996/07/18,4027.36,4051.63,4022.36,4037.05,8365661
1996/07/19,4080.02,4091.17,4043.09,4055.01,11216970
1996/07/22,4049.89,4056.11,3986.39,3995.54,8491529
1996/07/23,3992.86,4029.96,3988.96,4029.09,8665382
1996/07/24,3991.51,3994.89,3950.64,3976.45,10669606
1996/07/25,3983.31,4012.9,3962.46,4010.08,9952953
1996/07/26,4025.73,4025.88,3954.85,3964.25,11163220
1996/07/29,3975.85,3975.85,3910.65,3935.67,12468168
1996/07/30,3916.12,3947.97,3890.58,3932.04,7649305
1996/07/31,3944.61,3983.66,3918.62,3979.35,12870086
1996/08/01,4001.32,4046.43,3992.18,4039.98,11562043
1996/08/02,4055.56,4124.6,4050.1,4120.21,7834764
1996/08/05,4130.61,4145.37,4116.65,4130.15,8092035
1996/08/06,4109.72,4117.47,4094.55,4101,5275637
1996/08/07,4112.19,4112.19,4063.9,4072.38,8252181
1996/08/08,4068.87,4084.84,4048.06,4070.07,6413878
1996/08/09,4054.87,4058.93,4010.5,4030.51,6128423
1996/08/12,4003.85,4026.7,3994.82,4018.87,7858079
1996/08/13,4028.94,4056.35,4023.77,4030.62,7994202
1996/08/14,4027.07,4034.24,4016.12,4025.69,9298192
1996/08/16,4033.72,4057.19,4031.98,4052.04,10618619
1996/08/19,4048.16,4048.16,4002.79,4012.26,10348540
1996/08/20,4013.21,4025.26,4003.25,4022.23,3645147
1996/08/21,4018.85,4019.03,3985.5,3997.78,10778652
1996/08/22,4000.76,4063.1,3998.41,4060.15,10067219
1996/08/23,4067.54,4079.97,4038.68,4069.95,10312577
1996/08/26,4030.85,4055.54,4025.96,4040.99,9344489
1996/08/27,4034.24,4078.36,4032.65,4075.53,5024034
1996/08/28,4085.25,4099.69,4078.8,4084.46,11241288
1996/08/29,4085.43,4088.21,4038.84,4046.18,11196485
1996/08/30,4033.42,4057.48,4013.06,4025.47,10902160
1996/09/02,4023.65,4042.84,4020.43,4033.56,10920046
1996/09/03,4020.02,4021.12,3969.4,4004,5428901
1996/09/04,4017.93,4025.18,3961.86,3966.22,9999390
1996/09/05,3976.76,3978.55,3938.59,3953.33,7787710
1996/09/06,3935.65,3963.15,3898.08,3963.07,9397659
1996/09/09,3976.51,3995.75,3958.84,3987.88,15622454
1996/09/10,4006.87,4018.41,3990.06,4003.71,14927774
1996/09/11,3992.69,4004.1,3976.66,4001.34,19146564
1996/09/12,4009.57,4034.28,4000.17,4030.44,12345156
1996/09/13,4037.38,4090.18,4036.03,4079.31,12783884
1996/09/16,4095.55,4122.41,4093.61,4101.63,19925272
1996/09/17,4105.18,4120.52,4072.93,4083.56,11978718
1996/09/18,4072.02,4105.6,4066.17,4069.81,11629738
1996/09/19,4064.56,4093.1,4063.99,4082.02,15372546
1996/09/20,4105.85,4115.31,4086.6,4093.06,20470598
1996/09/23,4102.09,4121.23,4086.64,4097.98,19749056
1996/09/24,4101.51,4136.63,4094.95,4135.72,13080255
1996/09/25,4147.31,4177.83,4146.66,4177.83,12104608
1996/09/26,4193.59,4226.7,4187.8,4213.92,13976500
1996/09/27,4236.14,4240.4,4180.83,4195.06,11554314
1996/09/30,4184.63,4229.36,4167.36,4215.57,15509456
1996/10/01,4224.65,4246.54,4214.35,4239.71,12509989
1996/10/02,4250.52,4270.3,4248.21,4262.39,14264099
1996/10/03,4270.37,4271.49,4236.45,4243.86,19084494
1996/10/04,4228.36,4272.29,4208.74,4266.03,13150619
1996/10/07,4270.06,4289.83,4267.07,4271.25,16226894
1996/10/08,4260.85,4281.48,4241.71,4277.06,9448258
1996/10/09,4286.25,4300.26,4248.15,4257.78,18535384
1996/10/10,4247.66,4264.35,4224.83,4247.48,18282386
1996/10/11,4254.94,4260.95,4222.94,4243.07,13178434
1996/10/14,4245.72,4266.85,4218.6,4266.07,28367304
1996/10/15,4281.81,4328.36,4275.38,4328.36,20973132
1996/10/16,4313.23,4336.63,4288.79,4295.47,15766289
1996/10/17,4279.85,4332.63,4278.2,4322.27,13237210
1996/10/18,4336.33,4386.54,4336.18,4377.37,14702052
1996/10/21,4375.97,4404.91,4375.97,4402.61,11557784
1996/10/22,4393.48,4410.74,4384.79,4403.41,12833788
1996/10/23,4375.93,4404.21,4371.36,4384.79,22019720
1996/10/24,4380.26,4413.76,4373.25,4406.65,20694948
1996/10/25,4389.49,4402.18,4383.51,4396.91,10353117
1996/10/28,4387.14,4413.26,4378.05,4383.62,14565765
1996/10/29,4349.53,4364.2,4338.1,4352.18,14516609
1996/10/30,4370.08,4372.8,4306.69,4308.77,18707484
1996/10/31,4300.39,4316.47,4294.93,4306.74,9668965
1996/11/04,4296.16,4324.1,4290.02,4316.64,12517561
1996/11/05,4319.21,4375.46,4317.01,4373.87,7703057
1996/11/06,4405.21,4427.25,4396.82,4427.25,13385381
1996/11/07,4409.06,4434.37,4404.04,4433.72,9533588
1996/11/08,4442.01,4458.64,4415.96,4428.08,14517612
1996/11/11,4421.38,4432.02,4412.43,4421.36,25106552
1996/11/12,4423.86,4470.1,4422.24,4459.54,11783629
1996/11/13,4457.97,4470.39,4450.92,4469.09,18669840
1996/11/14,4495.07,4505.04,4477.45,4492.91,18078608
1996/11/15,4499.27,4499.82,4458.64,4489.09,13684536
1996/11/18,4485.96,4496.15,4474.72,4483.69,14475181
1996/11/19,4478.27,4507.56,4445.97,4506.85,14899145
1996/11/20,4520.52,4530.46,4499.6,4512.91,22630746
1996/11/21,4518.37,4518.37,4481.9,4511.57,13643908
1996/11/22,4506.06,4549.8,4503.39,4544.34,12356953
1996/11/25,4555.62,4589.59,4554.96,4584.83,17946062
1996/11/26,4597.66,4617.4,4586.59,4597.02,20290258
1996/11/27,4578.56,4584.56,4542.24,4566.54,18875710
1996/11/28,4563.48,4624.3,4550.14,4616.72,12141575
1996/11/29,4636.08,4667.91,4632.07,4667.08,13012504
1996/12/02,4666.01,4698.5,4655.28,4683.05,25753054
1996/12/03,4698.97,4758.22,4697.54,4757.18,16774344
1996/12/04,4722.11,4732.38,4707.73,4724.53,16990056
1996/12/05,4713.69,4747.72,4702.77,4714.04,19950880
1996/12/09,4666.12,4710.6,4649.34,4704.11,19257644
1996/12/10,4755.04,4760.08,4731.48,4753.18,24776752
1996/12/11,4721.74,4732.48,4669.34,4677.08,20084688
1996/12/12,4678.34,4701.99,4648.97,4663.87,23767188
1996/12/13,4619.35,4655.82,4603.3,4650.99,23643384
1996/12/16,4699.64,4750.74,4695.99,4750.39,35636784
1996/12/17,4725.05,4764.06,4713.94,4733.27,14757225
1996/12/18,4770.17,4828.96,4767.27,4815.56,13246664
1996/12/19,4812.99,4911.68,4807.7,4908.85,22413954
1996/12/20,4966.41,5011.14,4944.16,4966.75,30195772
1996/12/23,5007.97,5008.18,4952.62,4996.52,30880668
1996/12/26,5006.05,5113.97,5003.95,5101.76,17295688
1996/12/27,5112.95,5188.19,5082.32,5107.02,20764036
1996/12/30,5126.07,5149.48,5113.79,5144.95,33247524
1996/12/31,5153.04,5217.8,5138.71,5154.77,35465784
1997/01/02,5059.06,5097.52,5011.44,5018.55,17295688
1997/01/03,5026.36,5147.54,5026.04,5141.14,20764036
1997/01/06,5026.36,5147.54,5026.04,5141.14,20764036
1997/01/07,5211.92,5226.4,5136.37,5161.56,33247524
1997/01/08,5210.02,5248.88,5203.69,5221.05,35465784
1997/01/09,5181.02,5241.97,5146.23,5231.43,38597752
1997/01/10,5278.63,5306.92,5198.31,5258.68,28450132
1997/01/13,5306.39,5355.71,5296.61,5351.74,23806944
1997/01/14,5340.32,5404.16,5320.12,5350.17,26571882
1997/01/15,5385.16,5397.2,5304.7,5327.32,23589500
1997/01/16,5325.42,5385.08,5313.63,5384.81,17404000
1997/01/17,5377.18,5471.45,5366.83,5470.23,27615054
1997/01/20,5477.67,5560,5477.67,5490.43,25616624
1997/01/21,5483.07,5520.34,5416.28,5516.38,23926800
1997/01/22,5567.03,5571.5,5450.22,5463.07,22366440
1997/01/23,5437.05,5489.41,5431.71,5450.74,17194060
1997/01/24,5379.14,5400.6,5320.28,5324.68,21381250
1997/01/27,5297.45,5327.64,5219.12,5253.86,21122788
1997/01/28,5233.92,5361.52,5208.73,5353.83,25386962
1997/01/29,5303.34,5316.33,5236.22,5279.99,18897556
1997/01/30,5327.21,5332.01,5248.84,5256.67,15432967
1997/01/31,5243.07,5386.3,5222.3,5327.42,24068472
1997/02/03,5296.74,5318.35,5263.77,5294.06,12531008
1997/02/04,5293.01,5337.14,5287.82,5297.62,9991951
1997/02/05,5319.18,5393.13,5317.56,5378.99,15775031
1997/02/06,5375.12,5415.77,5345.29,5415.05,17364178
1997/02/07,5441.45,5474.56,5387.04,5449.76,20908360
1997/02/10,5442.37,5483.19,5439.6,5447.29,27877576
1997/02/11,5446.66,5459.63,5407.67,5419.02,12530179
1997/02/12,5442.29,5462.08,5413.67,5435.37,12915533
1997/02/13,5482.15,5492.03,5453.86,5458.02,17207536
1997/02/14,5463.19,5500.73,5454.75,5499.27,14502743
1997/02/17,5478.56,5514.34,5474.32,5509.14,12173934
1997/02/18,5534.79,5567.49,5485.74,5505.15,26799332
1997/02/19,5531.83,5533.09,5471.7,5481.42,17734588
1997/02/20,5453.76,5457.67,5419.29,5434.78,19339992
1997/02/21,5393.03,5413.13,5355.86,5377.88,24379668
1997/02/24,5342.62,5345.75,5279.04,5296.53,16526235
1997/02/25,5342.23,5358.36,5320.94,5333.92,13170948
1997/02/26,5338.65,5360.5,5299.39,5311.36,16105408
1997/02/27,5312.78,5368.28,5304.35,5357.52,14426492
1997/02/28,5345.34,5358.51,5289,5305.43,19249944
1997/03/03,5315.64,5315.64,5249.03,5273.95,16667290
1997/03/04,5308.02,5352.38,5308.2,5336.68,22010508
1997/03/05,5312.37,5369.9,5292.12,5319.08,20004284
1997/03/06,5376.04,5421.05,5373.85,5402.07,25524520
1997/03/07,5410.14,5503.97,5395.52,5503.14,26527184
1997/03/10,5503.87,5620.74,5502.38,5620.74,23769350
1997/03/11,5671.55,5702.83,5591,5603.01,26771586
1997/03/12,5587.02,5628.85,5531.62,5537.55,19407530
1997/03/13,5542.86,5600.91,5520.26,5566.65,23269456
1997/03/14,5501.59,5576.08,5481.17,5568.05,22852408
1997/03/17,5555.11,5575.84,5446.45,5458.63,19869736
1997/03/18,5463.86,5475.51,5398.55,5414.82,18166536
1997/03/19,5454.77,5469.68,5417.9,5432.06,15756494
1997/03/20,5421.96,5434.37,5342.84,5355.46,18647866
1997/03/21,5399.59,5403.9,5345.95,5357.07,27692474
1997/03/24,5379.57,5383.33,5338.82,5349.03,22965782
1997/03/25,5389.92,5441.84,5387.62,5438.76,15582801
1997/03/26,5445.64,5537.26,5441.88,5520.68,24323172
1997/03/27,5445.64,5537.26,5441.88,5520.68,24323172
1997/03/28,5445.64,5537.26,5441.88,5520.68,24323172
1997/03/31,5450.63,5468.59,5408.71,5424.28,5426716
1997/04/01,5365.33,5367.62,5284.8,5326.54,17575792
1997/04/02,5359.28,5372.44,5299.81,5310.42,12270972
1997/04/03,5290.26,5317.23,5254.53,5279.09,13157742
1997/04/04,5279.19,5355.43,5279.19,5336.09,14852180
1997/04/07,5391.59,5462.9,5390.09,5461.13,14997664
1997/04/08,5458.93,5493.72,5452.24,5482.79,17427020
1997/04/09,5512.17,5547.77,5511.6,5527.24,18938652
1997/04/10,5487.01,5524.23,5477.27,5488.29,13628278
1997/04/11,5518.04,5526.42,5431.51,5441.35,14096168
1997/04/14,5393.47,5464.7,5364,5452.56,13160722
1997/04/15,5506.89,5593.19,5496.57,5585.85,22240340
1997/04/16,5594.53,5613.59,5545.3,5588.03,17848568
1997/04/17,5615.52,5640.4,5602.05,5629.03,18389676
1997/04/18,5603.62,5633.71,5575.22,5628.14,22063396
1997/04/21,5602.03,5671.8,5596.64,5670.94,20701404
1997/04/22,5662.59,5730.52,5651.62,5730.03,20704192
1997/04/23,5798.04,5823.33,5777.2,5802.26,23382928
1997/04/24,5810.38,5823.81,5756.03,5772.69,23353128
1997/04/25,5735.32,5750.19,5711.99,5732.59,15949909
1997/04/28,5728.35,5762.06,5723.76,5757.31,11922261
1997/04/29,5766.84,5855.55,5761.82,5838.19,23844946
1997/04/30,5873.07,5909.33,5848.06,5909.33,17410164
1997/05/01,5873.07,5909.33,5848.06,5909.33,17410164
1997/05/02,5853.26,5921.91,5853.26,5918.06,1564040
1997/05/05,5981.04,6060.83,5973.74,6059.93,21359452
1997/05/06,6115.94,6120.41,6037.25,6043.15,28184820
1997/05/07,6024.47,6061.39,6023.44,6042.57,17456624
1997/05/08,5988.35,6066.24,5982,6064.09,16471827
1997/05/09,6094.43,6164.39,6094.29,6128.07,27079912
1997/05/12,6135.42,6289.84,6134.07,6283.74,28599380
1997/05/13,6333.38,6363.11,6296.58,6324.24,29269992
1997/05/14,6335.43,6379,6261.42,6304.36,23608856
1997/05/15,6276.68,6317.37,6272.31,6309.84,2587982
1997/05/16,6344.24,6346.05,6240.28,6253.87,37351656
1997/05/19,6203.18,6235.13,6188.49,6228.68,8176238
1997/05/20,6247.47,6311.74,6241.67,6299.85,21577736
1997/05/21,6384.34,6471.24,6384.34,6449.01,51426488
1997/05/22,6455.38,6495.72,6389.52,6402.02,26828020
1997/05/23,6395.64,6460.84,6384.52,6432.31,20775072
1997/05/26,6442.35,6592.01,6416.26,6582.23,20443256
1997/05/27,6647.96,6703.8,6640.7,6675.46,28260414
1997/05/28,6738.67,6747.68,6487.24,6522.25,30398476
1997/05/29,6462.28,6538.84,6406.25,6416.49,18883690
1997/05/30,6416.08,6418.4,6281.97,6300.82,28724010
1997/06/02,6210.67,6369.86,6180.02,6298.09,26860632
1997/06/03,6349.95,6407.39,6324.68,6404.81,18163548
1997/06/04,6436.68,6445.45,6376.23,6411.04,16405142
1997/06/05,6394.31,6531.28,6393.14,6514.04,16097839
1997/06/06,6533.81,6639.61,6524.77,6616.15,20800652
1997/06/09,6703.09,6729.29,6491.16,6511.46,20623748
1997/06/10,6490.87,6525.46,6419.83,6514.48,14912939
1997/06/11,6533.22,6620.62,6529.78,6565.65,21698410
1997/06/12,6579.15,6673.16,6576.61,6673.12,29308744
1997/06/13,6706.99,6743.33,6664.05,6685.28,23518758
1997/06/16,6689.12,6721.31,6615.72,6627.02,25776316
1997/06/17,6647.32,6673.24,6511.92,6543.81,15235632
1997/06/18,6535.02,6619.7,6495.91,6619.07,12806440
1997/06/19,6652.09,6723.25,6639.5,6674.77,16676420
1997/06/20,6718.08,6767.74,6705.22,6761.92,40630560
1997/06/23,6790.58,6826.66,6746.17,6801.95,20691300
1997/06/24,6695.12,6831.69,6693.5,6797.08,18044576
1997/06/25,6860.24,6913.72,6855.04,6913.17,17497000
1997/06/26,6907.59,6960.24,6902.21,6934.51,18642874
1997/06/27,6950.43,6953.52,6864,6939.42,15304855
1997/06/30,6967.88,6989.8,6883.55,6884.56,36934808
1997/07/01,6855.06,6972.23,6854.35,6969.92,20092492
1997/07/02,7024.92,7097.81,7002.84,7094.95,25867648
1997/07/03,7127.19,7198.54,7083.13,7174.41,25464770
1997/07/04,7157.85,7191.31,7125.49,7174.03,22635518
1997/07/07,7146.84,7209.58,7122.38,7204.54,21030492
1997/07/08,7171.94,7221.09,7129,7139.01,22347920
1997/07/09,7159.75,7222.31,7152.45,7164.71,21421386
1997/07/10,7116.12,7149.33,7076.89,7095.16,17960112
1997/07/11,7110.01,7127.41,7074.3,7112.52,17157248
1997/07/14,7127.89,7179.93,7127.89,7169.42,27218028
1997/07/15,7164.19,7167.83,7044.54,7064.12,15865713
1997/07/16,7081.97,7164.28,7079.09,7136.13,16657076
1997/07/17,7188.17,7196.38,7020.36,7034.78,16657076
1997/07/18,7030.49,7033.85,6770.25,6846.18,25948300
1997/07/21,6775.71,6815.6,6701.02,6768.29,21791792
1997/07/22,6831.81,6963.4,6797.04,6963.24,16778504
1997/07/23,7105.75,7129.24,6910.01,6958.92,23341770
1997/07/24,6982.19,6983.45,6727.49,6756.09,18147160
1997/07/25,6805.48,6850.28,6805.1,6830.76,1615268
1997/07/28,6879.08,6881.31,6740.3,6817.69,20721596
1997/07/29,6806.45,6822.83,6640.86,6697.08,16147190
1997/07/30,6765.09,6871.34,6729.61,6868.32,13835876
1997/07/31,6900.07,6927.86,6789.17,6810.89,15377389
1997/08/01,6813.26,6825.88,6702.65,6730.48,21255614
1997/08/04,6742.12,6742.19,6579.14,6625.85,16210103
1997/08/05,6680.64,6695.53,6578.38,6664.43,24156602
1997/08/06,6670.09,6837.68,6658.97,6835.01,23656752
1997/08/07,6893.09,6932.49,6831.59,6864.11,22626116
1997/08/08,6815.55,6816.77,6733.37,6783.06,19062348
1997/08/11,6714.54,6825.53,6705.5,6782.16,9822451
1997/08/12,6821.68,6832.16,6798.91,6817.09,11126332
1997/08/13,6774.87,6804.18,6707.44,6723.42,14965000
1997/08/14,6746.23,6749.72,6677.3,6708.51,14404643
1997/08/15,6746.23,6749.72,6677.3,6708.51,14404643
1997/08/18,6526.66,6610.11,6521.23,6552.15,15871852
1997/08/19,6639.12,6682.87,6606.52,6674.07,22242378
1997/08/20,6741.81,6779.3,6717.23,6779.03,17541608
1997/08/21,6803.13,6826.23,6694.18,6716.22,11555819
1997/08/22,6657.34,6682.18,6564.55,6630.04,12480338
